ID,name,address,type,length,deadband,label,ELEMENT_NAME,varInvalid1,functTrans,SubscriptionPeriod,RefreshPeriod,link_object_is_from_object_type
:R:A:POLE_OCC:FEP:SYS:ASD03:VE0001,deiOCCSYSFEPASD03-COM,$ComStatus-00109/4+5,DEIV,4,0,ASD03 - FEP COMM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD03:VE0002,deiOCCSYSFEPASD03-INF,$InfStatus-00066/4+5,DEIV,4,0,ASD03 - FEP INF STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD03:VE0003,deoOCCSYSFEPASD03-SET,$SetComStatus-00066-1,DEOV,4,0,ASD03 - FEP SET COM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD03:VE0004,deiOCCSYSFEPASD03-LINK1,000/001/00109/4/000001,DEIV,4,0,ASD03 - FEP LINK1 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD03:VE0005,deiOCCSYSFEPASD03-LINK2,000/001/00109/5/000001,DEIV,4,0,ASD03 - FEP LINK2 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD03:VE0006,deiOCCSYSFEPASD03-LINK3,000/002/00109/4/000001,DEIV,4,0,ASD03 - FEP LINK3 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD03:VE0007,deiOCCSYSFEPASD03-LINK4,000/002/00109/5/000001,DEIV,4,0,ASD03 - FEP LINK4 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD04,ASD04,,,,,ASD04,GRP_VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD04:VE0001,deiOCCSYSFEPASD04-COM,$ComStatus-00111/4+5,DEIV,4,0,ASD04 - FEP COMM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD04:VE0002,deiOCCSYSFEPASD04-INF,$InfStatus-00067/4+5,DEIV,4,0,ASD04 - FEP INF STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD04:VE0003,deoOCCSYSFEPASD04-SET,$SetComStatus-00067-1,DEOV,4,0,ASD04 - FEP SET COM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD04:VE0004,deiOCCSYSFEPASD04-LINK1,000/001/00111/4/000001,DEIV,4,0,ASD04 - FEP LINK1 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD04:VE0005,deiOCCSYSFEPASD04-LINK2,000/001/00111/5/000001,DEIV,4,0,ASD04 - FEP LINK2 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD04:VE0006,deiOCCSYSFEPASD04-LINK3,000/002/00111/4/000001,DEIV,4,0,ASD04 - FEP LINK3 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD04:VE0007,deiOCCSYSFEPASD04-LINK4,000/002/00111/5/000001,DEIV,4,0,ASD04 - FEP LINK4 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD05,ASD05,,,,,ASD05,GRP_VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD05:VE0001,deiOCCSYSFEPASD05-COM,$ComStatus-00113/4+5,DEIV,4,0,ASD05 - FEP COMM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD05:VE0002,deiOCCSYSFEPASD05-INF,$InfStatus-00068/4+5,DEIV,4,0,ASD05 - FEP INF STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD05:VE0003,deoOCCSYSFEPASD05-SET,$SetComStatus-00068-1,DEOV,4,0,ASD05 - FEP SET COM STATUS,VE,,,,,
